Transaction_ID,Date,Date_Key,Store_ID,Product_ID,Quantity_Sold,Price_per_Unit,Total_Sale_Value,Discount_Percentage,Final_Sale_Value,Payment_Mode,Cashier_ID,Customer_ID
DMT101562,2024-10-18,324,STR24,PRD8027,13,120.9,1571.7,20,1257.36,Card,EMP879,CUST8269
DMT101563,2024-09-21,639,STR35,PRD5262,15,125.68,1885.2,15,1602.42,Wallet,EMP904,CUST2303
DMT101564,2024-09-03,545,STR42,PRD3445,17,5.62,95.54,10,85.99,Cash,EMP605,CUST7344
DMT101565,2024-01-20,447,STR23,PRD2459,7,468.72,3281.04,10,2952.94,Cash,EMP307,CUST9116
DMT101566,2024-01-29,418,STR4,PRD7028,5,32.42,162.1,0,162.1,Cash,EMP337,CUST9237
DMT101567,2024-10-11,125,STR26,PRD3787,7,310.51,2173.57,0,2173.57,UPI,EMP626,CUST1667
DMT101568,2024-10-18,324,STR18,PRD2922,19,399.5,7590.5,20,6072.4,Wallet,EMP103,CUST5221
DMT101569,2023-10-22,492,STR13,PRD1231,12,293.89,3526.68,15,2997.68,UPI,EMP987,CUST8275
DMT101570,2025-01-01,124,STR8,PRD9615,19,195.44,3713.36,0,3713.36,Wallet,EMP131,CUST2012
DMT101571,2025-04-27,640,STR30,PRD8129,7,205.09,1435.63,20,1148.5,Card,EMP358,CUST6647
DMT101572,2025-04-15,464,STR6,PRD8433,13,177.25,2304.25,20,1843.4,Card,EMP192,CUST6079
DMT101573,2025-05-26,628,STR43,PRD9096,1,361.07,361.07,15,306.91,Cash,EMP362,CUST5102
DMT101574,2024-12-29,128,STR14,PRD2941,4,360.23,1440.92,0,1440.92,UPI,EMP783,CUST6702
DMT101575,2023-09-12,281,STR42,PRD4677,19,478.84,9097.96,15,7733.27,Card,EMP932,CUST3148
DMT101576,2024-05-02,564,STR41,PRD4328,10,308.64,3086.4,20,2469.12,Wallet,EMP298,CUST3810
DMT101577,2024-04-13,225,STR39,PRD4121,3,325.56,976.68,5,927.85,UPI,EMP268,CUST7072
DMT101578,2025-02-25,22,STR2,PRD5361,5,230.9,1154.5,20,923.6,Cash,EMP768,CUST9432
DMT101579,2024-02-15,338,STR4,PRD5717,15,56.36,845.4,5,803.13,Wallet,EMP893,CUST4053
DMT101580,2025-06-28,115,STR22,PRD9096,1,229.94,229.94,0,229.94,Card,EMP810,CUST5293
DMT101581,2024-11-08,383,STR16,PRD7259,14,480.96,6733.44,5,6396.77,UPI,EMP527,CUST2762
DMT101582,2023-11-12,641,STR9,PRD3133,13,435.18,5657.34,5,5374.47,Card,EMP846,CUST5702
DMT101583,2023-09-19,179,STR37,PRD8066,4,382.86,1531.44,20,1225.15,Wallet,EMP802,CUST9951
DMT101584,2025-05-30,642,STR14,PRD4385,18,348.76,6277.68,10,5649.91,Cash,EMP760,CUST1109
DMT101585,2023-10-30,457,STR5,PRD4531,11,81.61,897.71,0,897.71,Cash,EMP725,CUST8342
DMT101586,2024-02-05,86,STR49,PRD5636,8,255.75,2046.0,5,1943.7,Card,EMP419,CUST5241
DMT101587,2024-12-20,643,STR36,PRD4102,14,360.24,5043.36,15,4286.86,Card,EMP750,CUST6346
DMT101588,2023-11-03,308,STR14,PRD7853,2,80.36,160.72,10,144.65,Card,EMP408,CUST3832
DMT101589,2025-06-18,27,STR38,PRD3955,17,459.53,7812.01,20,6249.61,UPI,EMP226,CUST2584
DMT101590,2025-01-11,264,STR14,PRD7693,16,397.43,6358.88,10,5722.99,Wallet,EMP903,CUST9301
DMT101591,2025-03-08,552,STR15,PRD3391,18,406.83,7322.94,5,6956.79,Wallet,EMP108,CUST4316
DMT101592,2024-04-28,325,STR22,PRD1471,2,412.23,824.46,10,742.01,Card,EMP942,CUST2601
DMT101593,2025-05-05,303,STR50,PRD5754,15,423.67,6355.05,0,6355.05,Wallet,EMP370,CUST1650
DMT101594,2024-09-05,335,STR10,PRD5289,5,191.18,955.9,0,955.9,UPI,EMP884,CUST6678
DMT101595,2025-02-11,644,STR39,PRD4858,1,168.14,168.14,15,142.92,Cash,EMP236,CUST9540
DMT101596,2025-04-09,70,STR1,PRD8388,5,332.32,1661.6,10,1495.44,UPI,EMP310,CUST8872
DMT101597,2024-10-06,444,STR18,PRD5068,1,418.62,418.62,15,355.83,Cash,EMP933,CUST7370
DMT101598,2024-09-26,94,STR10,PRD7056,8,80.95,647.6,10,582.84,Wallet,EMP244,CUST9528
DMT101599,2024-05-07,234,STR9,PRD8506,7,242.19,1695.33,10,1525.8,Wallet,EMP114,CUST7550
DMT101600,2023-10-19,513,STR35,PRD2404,18,406.97,7325.46,10,6592.91,Cash,EMP134,CUST5210
DMT101601,2024-02-10,489,STR17,PRD1169,18,278.94,5020.92,15,4267.78,Card,EMP813,CUST7224
DMT101602,2023-12-28,268,STR12,PRD8682,4,333.57,1334.28,10,1200.85,Card,EMP991,CUST2073
DMT101603,2024-11-03,120,STR8,PRD3182,3,134.08,402.24,20,321.79,UPI,EMP799,CUST5580
DMT101604,2024-01-21,160,STR43,PRD6296,6,43.73,262.38,15,223.02,Cash,EMP664,CUST2356
DMT101605,2025-03-10,571,STR2,PRD7513,1,463.07,463.07,5,439.92,Wallet,EMP496,CUST7294
DMT101606,2024-11-13,410,STR9,PRD4476,19,124.51,2365.69,5,2247.41,Card,EMP473,CUST6280
DMT101607,2023-09-07,436,STR1,PRD7283,20,290.37,5807.4,20,4645.92,UPI,EMP659,CUST9161
DMT101608,2024-11-26,244,STR23,PRD7935,14,396.56,5551.84,0,5551.84,Wallet,EMP484,CUST2024
DMT101609,2024-11-27,73,STR16,PRD5198,13,447.8,5821.4,0,5821.4,Card,EMP278,CUST5261
DMT101610,2023-10-17,322,STR38,PRD2196,16,243.39,3894.24,15,3310.1,UPI,EMP813,CUST2699
DMT101611,2024-01-29,418,STR21,PRD2561,14,306.43,4290.02,0,4290.02,Wallet,EMP810,CUST9175
DMT101612,2025-06-27,205,STR2,PRD1962,8,222.96,1783.68,10,1605.31,Wallet,EMP294,CUST8414
DMT101613,2024-12-15,363,STR12,PRD1853,15,21.52,322.8,15,274.38,Card,EMP328,CUST6115
DMT101614,2024-01-22,75,STR17,PRD6453,6,7.9,47.4,0,47.4,UPI,EMP365,CUST2939
DMT101615,2024-04-10,309,STR4,PRD4847,1,185.1,185.1,10,166.59,Wallet,EMP675,CUST1490
DMT101616,2023-08-17,461,STR9,PRD8715,7,322.34,2256.38,10,2030.74,Card,EMP597,CUST6355
DMT101617,2023-09-01,163,STR48,PRD6804,15,241.46,3621.9,15,3078.62,Wallet,EMP636,CUST7572
DMT101618,2023-11-03,308,STR27,PRD1745,8,118.35,946.8,5,899.46,UPI,EMP168,CUST7739
DMT101619,2024-04-12,523,STR34,PRD1087,10,163.12,1631.2,20,1304.96,Cash,EMP730,CUST4178
DMT101620,2024-07-09,437,STR8,PRD5155,9,305.72,2751.48,10,2476.33,Cash,EMP334,CUST3125
DMT101621,2024-08-12,645,STR48,PRD9266,17,63.63,1081.71,0,1081.71,Wallet,EMP405,CUST7743
DMT101622,2024-03-29,16,STR5,PRD7241,8,359.96,2879.68,0,2879.68,Card,EMP979,CUST3920
DMT101623,2024-03-01,144,STR31,PRD5956,13,197.35,2565.55,20,2052.44,UPI,EMP271,CUST5531
DMT101624,2023-09-12,281,STR29,PRD7466,12,172.81,2073.72,15,1762.66,Card,EMP195,CUST7928
DMT101625,2025-01-19,31,STR50,PRD7076,14,199.63,2794.82,0,2794.82,UPI,EMP165,CUST4573
DMT101626,2023-11-19,524,STR24,PRD3166,16,406.68,6506.88,0,6506.88,Cash,EMP391,CUST1522
DMT101627,2024-07-28,413,STR33,PRD1673,1,280.86,280.86,15,238.73,Cash,EMP548,CUST3952
DMT101628,2025-03-17,192,STR38,PRD3938,15,98.05,1470.75,15,1250.14,Wallet,EMP760,CUST6572
DMT101629,2025-04-18,354,STR7,PRD5264,4,439.07,1756.28,0,1756.28,Wallet,EMP389,CUST9075
DMT101630,2024-03-18,78,STR29,PRD3783,19,376.31,7149.89,15,6077.41,Card,EMP506,CUST9893
DMT101631,2024-02-21,646,STR33,PRD9253,1,199.61,199.61,0,199.61,UPI,EMP579,CUST7791
DMT101632,2024-08-28,647,STR15,PRD9074,12,203.32,2439.84,10,2195.86,UPI,EMP422,CUST6521
DMT101633,2024-09-20,8,STR40,PRD6557,13,410.71,5339.23,5,5072.27,Cash,EMP978,CUST4812
DMT101634,2025-07-03,347,STR3,PRD8669,11,269.88,2968.68,0,2968.68,UPI,EMP598,CUST6492
DMT101635,2024-12-11,648,STR47,PRD3161,16,300.01,4800.16,15,4080.14,Cash,EMP324,CUST8873
DMT101636,2023-11-04,32,STR43,PRD2468,10,12.71,127.1,15,108.04,UPI,EMP273,CUST7284
DMT101637,2024-12-22,2,STR34,PRD6198,7,469.64,3287.48,15,2794.36,Cash,EMP818,CUST7866
DMT101638,2023-11-20,649,STR20,PRD9690,19,333.0,6327.0,0,6327.0,UPI,EMP424,CUST7407
DMT101639,2023-08-07,376,STR30,PRD8093,14,316.05,4424.7,5,4203.47,Wallet,EMP186,CUST8540
DMT101640,2023-08-22,12,STR42,PRD3323,16,167.19,2675.04,10,2407.54,Card,EMP825,CUST4497
DMT101641,2024-04-12,523,STR2,PRD5266,16,245.57,3929.12,10,3536.21,UPI,EMP743,CUST7988
DMT101642,2023-11-25,509,STR4,PRD2914,2,424.24,848.48,10,763.63,Wallet,EMP356,CUST1460
DMT101643,2024-02-29,60,STR31,PRD6132,11,119.23,1311.53,15,1114.8,UPI,EMP211,CUST4586
DMT101644,2025-05-17,386,STR26,PRD1723,9,360.09,3240.81,20,2592.65,UPI,EMP441,CUST3379
DMT101645,2024-10-14,477,STR28,PRD3095,13,129.02,1677.26,15,1425.67,Card,EMP529,CUST2580
DMT101646,2023-11-18,602,STR44,PRD9179,15,70.5,1057.5,20,846.0,UPI,EMP171,CUST2822
DMT101647,2023-12-24,203,STR7,PRD5603,7,349.33,2445.31,0,2445.31,UPI,EMP567,CUST3726
DMT101648,2024-08-25,396,STR32,PRD6907,20,491.18,9823.6,20,7858.88,Card,EMP294,CUST5542
DMT101649,2024-03-21,388,STR46,PRD8046,8,363.53,2908.24,0,2908.24,Wallet,EMP985,CUST6268
DMT101650,2024-07-26,131,STR29,PRD5635,3,492.85,1478.55,10,1330.7,UPI,EMP188,CUST8036
DMT101651,2024-12-21,165,STR5,PRD5312,13,201.78,2623.14,5,2491.98,Wallet,EMP281,CUST2344
DMT101652,2023-10-13,408,STR6,PRD5321,9,374.94,3374.46,5,3205.74,Cash,EMP386,CUST6864
DMT101653,2025-06-29,520,STR21,PRD9470,20,482.61,9652.2,15,8204.37,Cash,EMP331,CUST5501
DMT101654,2024-07-23,491,STR39,PRD6128,1,184.25,184.25,20,147.4,Wallet,EMP253,CUST8905
DMT101655,2024-10-28,30,STR10,PRD8139,19,67.44,1281.36,15,1089.16,Wallet,EMP218,CUST9309
DMT101656,2025-03-22,650,STR5,PRD3703,11,417.71,4594.81,10,4135.33,Wallet,EMP846,CUST5889
DMT101657,2025-01-30,7,STR9,PRD6169,9,325.98,2933.82,15,2493.75,Wallet,EMP695,CUST5349
DMT101658,2023-12-11,478,STR18,PRD9049,14,167.99,2351.86,10,2116.67,Card,EMP569,CUST2659
DMT101659,2024-06-28,238,STR40,PRD3478,18,312.46,5624.28,10,5061.85,Card,EMP686,CUST9926
DMT101660,2023-07-20,44,STR41,PRD8208,18,90.95,1637.1,10,1473.39,Card,EMP257,CUST6702
DMT101661,2025-04-30,169,STR38,PRD1871,16,492.53,7880.48,15,6698.41,Card,EMP358,CUST2086
DMT101662,2025-03-29,434,STR36,PRD4095,8,8.51,68.08,0,68.08,Wallet,EMP585,CUST7735
DMT101663,2025-04-13,463,STR46,PRD3435,2,335.07,670.14,15,569.62,UPI,EMP929,CUST9400
DMT101664,2024-09-06,219,STR21,PRD1894,12,392.97,4715.64,20,3772.51,Wallet,EMP812,CUST4333
DMT101665,2024-12-22,2,STR25,PRD4766,17,399.15,6785.55,5,6446.27,Cash,EMP817,CUST3599
DMT101666,2024-05-30,468,STR39,PRD4000,17,59.99,1019.83,10,917.85,UPI,EMP508,CUST8878
DMT101667,2025-02-01,46,STR34,PRD1587,14,386.51,5411.14,5,5140.58,Card,EMP216,CUST7864
DMT101668,2025-05-29,651,STR19,PRD8704,18,32.41,583.38,15,495.87,Card,EMP573,CUST3312
DMT101669,2023-09-05,301,STR30,PRD5263,4,409.9,1639.6,0,1639.6,Cash,EMP380,CUST9735
DMT101670,2024-01-25,142,STR33,PRD3679,2,214.95,429.9,10,386.91,Cash,EMP149,CUST1954
DMT101671,2023-11-03,308,STR39,PRD8653,6,210.56,1263.36,5,1200.19,Card,EMP333,CUST9372
DMT101672,2023-09-18,248,STR28,PRD8150,11,423.81,4661.91,5,4428.81,Wallet,EMP435,CUST3355
DMT101673,2023-10-01,499,STR7,PRD2900,7,232.54,1627.78,20,1302.22,Cash,EMP751,CUST4595
DMT101674,2024-12-09,636,STR45,PRD9108,4,283.11,1132.44,20,905.95,Card,EMP829,CUST8945
DMT101675,2025-03-08,552,STR8,PRD1668,5,394.95,1974.75,5,1876.01,Wallet,EMP309,CUST2795
DMT101676,2024-07-08,71,STR42,PRD8233,19,484.13,9198.47,10,8278.62,UPI,EMP824,CUST1452
DMT101677,2025-06-05,449,STR42,PRD6841,6,374.76,2248.56,20,1798.85,Cash,EMP138,CUST7122
DMT101678,2023-09-15,343,STR50,PRD8949,14,315.27,4413.78,20,3531.02,Wallet,EMP140,CUST7861
DMT101679,2024-03-23,275,STR36,PRD8499,14,45.54,637.56,15,541.93,Wallet,EMP887,CUST1184
DMT101680,2024-01-17,563,STR47,PRD9077,5,474.04,2370.2,20,1896.16,Wallet,EMP440,CUST3693
DMT101681,2023-10-22,492,STR14,PRD2843,11,428.43,4712.73,15,4005.82,Wallet,EMP492,CUST4233
DMT101682,2023-11-19,524,STR28,PRD3425,9,5.6,50.4,15,42.84,Card,EMP633,CUST4700
DMT101683,2023-08-27,292,STR29,PRD3025,16,337.93,5406.88,0,5406.88,Cash,EMP377,CUST9349
DMT101684,2025-04-05,280,STR15,PRD6727,17,280.24,4764.08,20,3811.26,UPI,EMP226,CUST1332
DMT101685,2025-07-08,652,STR27,PRD2533,2,74.27,148.54,0,148.54,Cash,EMP976,CUST5529
DMT101686,2024-08-03,467,STR22,PRD4337,2,383.07,766.14,20,612.91,UPI,EMP559,CUST8302
DMT101687,2023-12-14,653,STR30,PRD5654,19,267.77,5087.63,15,4324.49,UPI,EMP259,CUST5022
DMT101688,2024-11-12,617,STR26,PRD3959,11,154.96,1704.56,10,1534.1,Card,EMP601,CUST3495
DMT101689,2023-07-27,417,STR27,PRD3757,17,485.9,8260.3,20,6608.24,Wallet,EMP315,CUST9040
DMT101690,2025-03-10,571,STR47,PRD9335,2,416.94,833.88,20,667.1,Cash,EMP377,CUST4005
DMT101691,2023-08-01,654,STR7,PRD5469,10,314.12,3141.2,0,3141.2,Cash,EMP157,CUST3111
DMT101692,2023-12-21,567,STR21,PRD4479,1,383.26,383.26,10,344.93,Wallet,EMP500,CUST5467
DMT101693,2023-10-11,222,STR28,PRD1067,3,344.87,1034.61,0,1034.61,Cash,EMP678,CUST4114
DMT101694,2025-07-08,652,STR21,PRD9618,10,445.38,4453.8,10,4008.42,Card,EMP956,CUST9018
DMT101695,2024-07-31,349,STR43,PRD3958,13,355.9,4626.7,0,4626.7,Cash,EMP602,CUST6171
DMT101696,2025-02-01,46,STR17,PRD7822,4,282.54,1130.16,5,1073.65,Wallet,EMP929,CUST9853
DMT101697,2024-03-07,155,STR24,PRD2258,11,205.42,2259.62,15,1920.68,UPI,EMP437,CUST2603
DMT101698,2024-04-03,425,STR10,PRD5033,20,68.29,1365.8,5,1297.51,Cash,EMP369,CUST2681
DMT101699,2024-01-20,447,STR44,PRD9161,15,338.56,5078.4,10,4570.56,Cash,EMP219,CUST7979
DMT101700,2025-01-04,448,STR31,PRD2545,1,112.94,112.94,20,90.35,Cash,EMP332,CUST3195
DMT101701,2024-07-26,131,STR5,PRD6384,2,35.37,70.74,15,60.13,Wallet,EMP892,CUST6635
DMT101702,2024-06-10,283,STR6,PRD1425,1,334.33,334.33,10,300.9,Cash,EMP286,CUST7398
DMT101703,2024-03-13,4,STR6,PRD5657,3,266.97,800.91,10,720.82,UPI,EMP493,CUST8310
DMT101704,2023-11-17,168,STR6,PRD2998,19,249.43,4739.17,0,4739.17,UPI,EMP298,CUST2059
DMT101705,2024-09-02,546,STR28,PRD7458,2,445.04,890.08,5,845.58,UPI,EMP835,CUST9249
DMT101706,2024-07-18,259,STR7,PRD7120,2,489.62,979.24,15,832.35,Card,EMP826,CUST7034
DMT101707,2024-05-25,430,STR48,PRD2737,15,474.6,7119.0,0,7119.0,Card,EMP105,CUST2155
DMT101708,2025-04-13,463,STR48,PRD6300,7,126.28,883.96,20,707.17,Card,EMP974,CUST2949
DMT101709,2024-08-03,467,STR24,PRD3519,17,495.97,8431.49,5,8009.92,UPI,EMP979,CUST5397
DMT101710,2023-12-11,478,STR9,PRD1473,17,428.76,7288.92,15,6195.58,UPI,EMP784,CUST8237
DMT101711,2025-07-05,19,STR36,PRD2328,11,469.65,5166.15,20,4132.92,UPI,EMP205,CUST8234
DMT101712,2024-07-10,655,STR4,PRD8540,9,484.87,4363.83,0,4363.83,UPI,EMP923,CUST8630
DMT101713,2023-09-10,629,STR38,PRD8861,13,363.7,4728.1,5,4491.69,Wallet,EMP908,CUST2953
DMT101714,2024-04-20,479,STR36,PRD8439,15,39.75,596.25,5,566.44,UPI,EMP953,CUST7288
DMT101715,2025-06-17,56,STR36,PRD5412,8,73.56,588.48,20,470.78,Card,EMP427,CUST4318
DMT101716,2024-03-17,352,STR22,PRD1095,10,493.97,4939.7,5,4692.72,Card,EMP156,CUST2905
DMT101717,2024-06-13,466,STR43,PRD6397,16,387.19,6195.04,0,6195.04,Card,EMP664,CUST6175
DMT101718,2024-07-13,344,STR8,PRD1718,10,267.5,2675.0,20,2140.0,Card,EMP756,CUST4249
DMT101719,2024-03-05,585,STR27,PRD8423,8,72.43,579.44,10,521.5,Cash,EMP871,CUST9578
DMT101720,2025-01-06,510,STR23,PRD6323,13,74.16,964.08,10,867.67,UPI,EMP692,CUST1826
DMT101721,2023-12-30,471,STR43,PRD3118,19,208.28,3957.32,5,3759.45,UPI,EMP234,CUST7579
DMT101722,2024-03-01,144,STR49,PRD4463,8,376.57,3012.56,0,3012.56,UPI,EMP234,CUST3331
DMT101723,2025-01-12,361,STR28,PRD1797,19,265.5,5044.5,5,4792.27,Cash,EMP728,CUST8612
DMT101724,2025-04-16,554,STR47,PRD5635,2,492.1,984.2,0,984.2,Card,EMP616,CUST9379
DMT101725,2025-01-09,59,STR4,PRD6294,18,411.86,7413.48,5,7042.81,UPI,EMP306,CUST7462
DMT101726,2024-02-10,489,STR19,PRD1909,20,65.17,1303.4,10,1173.06,Cash,EMP145,CUST2823
DMT101727,2024-12-08,484,STR39,PRD2158,9,195.28,1757.52,10,1581.77,Wallet,EMP704,CUST2530
DMT101728,2024-07-18,259,STR20,PRD9964,4,320.85,1283.4,10,1155.06,Wallet,EMP255,CUST9494
DMT101729,2023-12-26,373,STR23,PRD7248,7,315.55,2208.85,15,1877.52,Card,EMP248,CUST2073
DMT101730,2024-07-08,71,STR7,PRD2516,4,360.3,1441.2,20,1152.96,Card,EMP177,CUST3699
DMT101731,2025-06-17,56,STR37,PRD7534,19,415.09,7886.71,20,6309.37,Cash,EMP883,CUST4776
DMT101732,2025-03-03,540,STR33,PRD5180,17,81.99,1393.83,20,1115.06,Card,EMP329,CUST5595
DMT101733,2024-06-19,189,STR14,PRD3916,11,209.66,2306.26,0,2306.26,Cash,EMP311,CUST5398
DMT101734,2024-03-07,155,STR10,PRD4933,19,383.47,7285.93,0,7285.93,UPI,EMP999,CUST1600
DMT101735,2023-10-13,408,STR43,PRD7535,13,346.69,4506.97,15,3830.92,Wallet,EMP575,CUST3139
DMT101736,2024-01-14,476,STR31,PRD2461,16,221.0,3536.0,5,3359.2,UPI,EMP131,CUST8105
DMT101737,2024-02-20,212,STR15,PRD1336,3,123.17,369.51,10,332.56,Cash,EMP359,CUST1744
DMT101738,2024-07-30,23,STR7,PRD4411,17,255.84,4349.28,15,3696.89,Wallet,EMP783,CUST9402
DMT101739,2024-08-08,558,STR23,PRD3669,8,161.85,1294.8,15,1100.58,Cash,EMP429,CUST4681
DMT101740,2024-05-12,85,STR36,PRD7365,5,314.71,1573.55,20,1258.84,UPI,EMP906,CUST6453
DMT101741,2025-01-15,317,STR24,PRD7592,4,297.57,1190.28,15,1011.74,Wallet,EMP816,CUST9883
DMT101742,2023-10-22,492,STR8,PRD5668,7,209.84,1468.88,5,1395.44,UPI,EMP142,CUST8611
DMT101743,2025-01-20,370,STR49,PRD3525,1,233.91,233.91,5,222.21,Cash,EMP321,CUST5621
DMT101744,2024-01-20,447,STR18,PRD2975,12,140.59,1687.08,0,1687.08,Cash,EMP763,CUST4478
DMT101745,2025-04-22,339,STR37,PRD5891,10,419.12,4191.2,15,3562.52,Wallet,EMP626,CUST7139
DMT101746,2024-03-23,275,STR15,PRD9042,5,77.93,389.65,5,370.17,Card,EMP519,CUST6003
DMT101747,2025-01-22,393,STR28,PRD8083,18,391.87,7053.66,15,5995.61,Wallet,EMP116,CUST1995
DMT101748,2023-12-22,297,STR36,PRD6080,9,334.88,3013.92,10,2712.53,Cash,EMP608,CUST9340
DMT101749,2025-06-02,606,STR50,PRD3151,6,357.94,2147.64,15,1825.49,Cash,EMP268,CUST6161
DMT101750,2024-12-18,362,STR40,PRD6882,12,368.42,4421.04,20,3536.83,Card,EMP734,CUST9988
DMT101751,2024-12-16,134,STR40,PRD2574,3,331.0,993.0,5,943.35,Wallet,EMP405,CUST5754
DMT101752,2024-04-11,67,STR44,PRD7020,4,488.87,1955.48,15,1662.16,UPI,EMP298,CUST3607
DMT101753,2025-03-03,540,STR42,PRD9399,3,74.26,222.78,0,222.78,Cash,EMP135,CUST1023
DMT101754,2023-12-09,332,STR36,PRD4274,19,450.35,8556.65,10,7700.98,Cash,EMP520,CUST5907
DMT101755,2025-01-10,61,STR2,PRD9021,2,78.85,157.7,0,157.7,Cash,EMP242,CUST6937
DMT101756,2024-02-09,6,STR39,PRD8298,7,444.0,3108.0,0,3108.0,Wallet,EMP615,CUST5113
DMT101757,2025-02-12,469,STR43,PRD7358,12,403.5,4842.0,10,4357.8,Card,EMP568,CUST3935
DMT101758,2025-06-24,485,STR45,PRD8805,20,403.5,8070.0,0,8070.0,Cash,EMP292,CUST9252
DMT101759,2024-07-29,656,STR18,PRD5398,10,456.2,4562.0,5,4333.9,Wallet,EMP890,CUST9116
DMT101760,2023-10-23,172,STR2,PRD7931,1,91.53,91.53,15,77.8,Card,EMP380,CUST7367
DMT101761,2025-01-22,393,STR12,PRD2478,19,444.59,8447.21,15,7180.13,Card,EMP443,CUST8661
DMT101762,2023-07-30,175,STR18,PRD7922,10,124.0,1240.0,15,1054.0,Cash,EMP226,CUST6554
DMT101763,2023-09-15,343,STR45,PRD7033,6,293.67,1762.02,15,1497.72,UPI,EMP241,CUST8102
DMT101764,2024-09-06,219,STR49,PRD4053,19,304.48,5785.12,15,4917.35,UPI,EMP687,CUST8393
DMT101765,2024-07-04,274,STR20,PRD8112,10,314.19,3141.9,15,2670.62,Card,EMP478,CUST6174
DMT101766,2024-07-01,108,STR22,PRD7979,3,163.83,491.49,20,393.19,Wallet,EMP946,CUST4727
DMT101767,2023-09-29,112,STR23,PRD2522,6,430.74,2584.44,10,2326.0,Wallet,EMP219,CUST9531
DMT101768,2024-01-17,563,STR1,PRD1662,11,468.46,5153.06,20,4122.45,Card,EMP729,CUST7706
DMT101769,2024-08-18,657,STR12,PRD9410,19,159.95,3039.05,5,2887.1,Card,EMP552,CUST7701
DMT101770,2024-09-08,129,STR10,PRD6599,15,453.96,6809.4,5,6468.93,Cash,EMP790,CUST9470
DMT101771,2024-12-10,117,STR37,PRD8594,20,210.16,4203.2,5,3993.04,Card,EMP800,CUST2248
DMT101772,2024-10-11,125,STR43,PRD4673,20,132.35,2647.0,10,2382.3,UPI,EMP249,CUST6109
DMT101773,2023-09-27,194,STR26,PRD3540,19,154.14,2928.66,20,2342.93,Cash,EMP649,CUST6611
DMT101774,2024-03-04,658,STR5,PRD9115,2,262.52,525.04,15,446.28,UPI,EMP849,CUST4482
DMT101775,2024-06-10,283,STR10,PRD9638,8,381.26,3050.08,15,2592.57,Card,EMP443,CUST3131
DMT101776,2025-02-17,137,STR48,PRD9596,5,127.91,639.55,5,607.57,Cash,EMP441,CUST6024
DMT101777,2024-10-04,506,STR41,PRD2375,8,461.29,3690.32,15,3136.77,UPI,EMP655,CUST2427
DMT101778,2024-01-31,313,STR2,PRD5762,18,316.75,5701.5,0,5701.5,Cash,EMP492,CUST4275
DMT101779,2024-07-29,656,STR6,PRD8671,18,384.54,6921.72,20,5537.38,UPI,EMP611,CUST4322
DMT101780,2025-02-10,637,STR48,PRD8165,15,366.17,5492.55,15,4668.67,Wallet,EMP739,CUST9002
DMT101781,2024-09-14,230,STR34,PRD2297,14,220.33,3084.62,15,2621.93,Cash,EMP837,CUST4337
DMT101782,2025-01-03,326,STR14,PRD8825,15,60.92,913.8,10,822.42,Card,EMP347,CUST4081
DMT101783,2024-01-21,160,STR25,PRD5921,13,486.14,6319.82,10,5687.84,Cash,EMP222,CUST3837
DMT101784,2023-08-18,84,STR27,PRD3434,14,62.49,874.86,15,743.63,Cash,EMP488,CUST7475
DMT101785,2023-08-23,81,STR30,PRD3093,2,158.01,316.02,20,252.82,Card,EMP995,CUST5964
DMT101786,2025-03-10,571,STR22,PRD5921,13,485.69,6313.97,0,6313.97,Wallet,EMP140,CUST1850
DMT101787,2025-01-17,330,STR11,PRD5073,6,114.29,685.74,5,651.45,Cash,EMP760,CUST9527
DMT101788,2025-01-30,7,STR24,PRD9570,17,215.91,3670.47,0,3670.47,UPI,EMP258,CUST2583
DMT101789,2024-02-13,659,STR20,PRD8007,19,17.03,323.57,20,258.86,UPI,EMP584,CUST5902
DMT101790,2024-11-10,182,STR47,PRD5841,11,355.23,3907.53,10,3516.78,Wallet,EMP625,CUST6081
DMT101791,2025-06-03,607,STR21,PRD1781,3,17.14,51.42,10,46.28,UPI,EMP535,CUST5694
DMT101792,2024-08-16,660,STR50,PRD2253,7,283.15,1982.05,10,1783.84,UPI,EMP300,CUST1985
DMT101793,2024-01-11,143,STR37,PRD1738,10,242.06,2420.6,0,2420.6,Cash,EMP847,CUST3389
DMT101794,2024-10-26,35,STR39,PRD9411,1,421.25,421.25,5,400.19,UPI,EMP834,CUST1391
DMT101795,2023-11-03,308,STR6,PRD2763,7,162.05,1134.35,20,907.48,UPI,EMP403,CUST9534
DMT101796,2023-08-13,88,STR4,PRD9366,19,177.12,3365.28,20,2692.22,Cash,EMP647,CUST5860
DMT101797,2025-01-02,191,STR10,PRD7961,20,339.03,6780.6,10,6102.54,Card,EMP551,CUST3301
DMT101798,2023-10-15,426,STR11,PRD7766,16,391.96,6271.36,10,5644.22,Wallet,EMP934,CUST8660
DMT101799,2025-03-30,156,STR49,PRD2548,18,32.61,586.98,5,557.63,UPI,EMP529,CUST4827
DMT101800,2024-08-29,411,STR40,PRD8612,7,321.95,2253.65,20,1802.92,UPI,EMP896,CUST6841
DMT101801,2025-01-27,367,STR4,PRD5151,18,197.38,3552.84,20,2842.27,Wallet,EMP999,CUST2788
DMT101802,2025-02-26,267,STR44,PRD6823,15,444.95,6674.25,5,6340.54,Cash,EMP470,CUST3093
DMT101803,2025-05-26,628,STR6,PRD5175,10,391.1,3911.0,15,3324.35,Card,EMP836,CUST2524
