Transaction_ID,Date,Date_Key,Store_ID,Product_ID,Quantity_Sold,Price_per_Unit,Total_Sale_Value,Discount_Percentage,Final_Sale_Value,Payment_Mode,Cashier_ID,Customer_ID,Day_of_Week,Is_Weekend,Supplier_ID,Product_Category,Product_Name,Brand,Customer_Age,Customer_Gender,Customer_City,Store_City,Store_Size_sqft,Store_Rating,Staff_Count,Inventory_Level
DMT102026,2024-08-16,660,STR39,PRD7580,17,168.16,2858.72,20,2286.98,UPI,EMP214,CUST8494,Friday,False,SUP281,Grocery,Above,BrandB,18,Female,Shawland,Lake Robertmouth,2847,3.2,27,439
DMT102027,2024-08-14,577,STR10,PRD3692,4,83.78,335.12,10,301.61,Wallet,EMP190,CUST6236,Wednesday,False,SUP227,Beverages,Still,BrandC,67,Other,Port Angelaview,Johnview,2306,3.9,10,491
DMT102028,2023-09-19,179,STR22,PRD8111,19,165.69,3148.11,5,2990.7,Card,EMP862,CUST6016,Tuesday,False,SUP204,Household,Lose,BrandB,65,Other,Vazquezside,Port Derrickmouth,4757,4.6,39,566
DMT102029,2024-04-15,39,STR6,PRD2007,7,255.74,1790.18,15,1521.65,Wallet,EMP960,CUST2518,Monday,False,SUP292,Household,General,BrandB,44,Male,South Wendyside,New Nicoleside,2544,3.5,16,850
DMT102030,2025-03-03,540,STR38,PRD7443,4,220.52,882.08,15,749.77,Card,EMP881,CUST4332,Monday,False,SUP205,Household,Entire,BrandA,28,Other,New Arthurside,Galvanfort,4762,3.6,31,442
DMT102031,2023-07-23,57,STR43,PRD1607,20,94.88,1897.6,20,1518.08,Card,EMP955,CUST9681,Sunday,True,SUP257,Beverages,Financial,BrandD,51,Other,Port Kevinmouth,Lake Stephaniehaven,4116,4.6,17,178
DMT102032,2023-12-19,682,STR10,PRD3473,5,225.43,1127.15,15,958.08,Card,EMP433,CUST8737,Tuesday,False,SUP210,Beverages,Them,BrandB,40,Female,Francisfort,Johnview,2306,3.9,10,491
DMT102033,2023-09-20,83,STR23,PRD1947,6,273.93,1643.58,0,1643.58,Cash,EMP408,CUST1811,Wednesday,False,SUP236,Household,Fast,BrandD,34,Other,West Ernest,Nathanstad,4227,3.9,50,576
DMT102034,2024-09-30,443,STR20,PRD9516,19,271.46,5157.74,5,4899.85,Wallet,EMP767,CUST7102,Monday,False,SUP218,Personal Care,Purpose,BrandA,42,Male,Simpsonport,Lake Michelle,2963,4.2,40,464
DMT102035,2024-11-12,617,STR42,PRD5845,9,203.92,1835.28,15,1559.99,Wallet,EMP378,CUST6224,Tuesday,False,SUP237,Grocery,Serve,BrandD,70,Male,Lake Janethaven,East Catherine,4157,4.8,41,360
DMT102036,2024-05-20,213,STR45,PRD7869,3,114.42,343.26,15,291.77,Cash,EMP417,CUST5679,Monday,False,SUP239,Grocery,Strategy,BrandB,66,Other,Weaverland,New David,4975,3.2,39,208
DMT102037,2023-10-12,669,STR43,PRD7586,6,491.67,2950.02,20,2360.02,Wallet,EMP762,CUST5611,Thursday,False,SUP299,Grocery,Be,BrandD,58,Female,Johnsonfurt,Lake Stephaniehaven,4116,4.6,17,178
DMT102038,2024-07-26,131,STR26,PRD5986,8,141.8,1134.4,5,1077.68,Card,EMP626,CUST1440,Friday,False,SUP284,Beverages,Improve,BrandA,60,Female,Allenburgh,Shepherdview,4221,4.7,10,163
DMT102039,2025-01-06,510,STR9,PRD6139,5,295.84,1479.2,5,1405.24,Card,EMP870,CUST6496,Monday,False,SUP258,Grocery,Push,BrandB,64,Female,South Patrick,Lake Alexandra,3728,3.4,33,341
DMT102040,2025-04-01,419,STR39,PRD6638,17,484.84,8242.28,5,7830.17,UPI,EMP458,CUST5871,Tuesday,False,SUP250,Dairy,Notice,BrandD,49,Other,Thomasburgh,Lake Robertmouth,2847,3.2,27,439
DMT102041,2023-10-30,457,STR46,PRD1129,1,14.84,14.84,5,14.1,UPI,EMP115,CUST8967,Monday,False,SUP212,Grocery,Especially,BrandD,34,Other,New Emily,North Brittanystad,3852,4.5,26,158
DMT102042,2024-08-29,411,STR6,PRD5583,13,454.7,5911.1,10,5319.99,UPI,EMP249,CUST6291,Thursday,False,SUP258,Personal Care,Model,BrandD,37,Male,East Jenniferland,New Nicoleside,2544,3.5,16,850
DMT102043,2024-02-09,6,STR20,PRD9647,6,182.58,1095.48,15,931.16,Card,EMP793,CUST6765,Friday,False,SUP259,Bakery,Conference,BrandA,52,Female,New Rebeccaville,Lake Michelle,2963,4.2,40,464
DMT102044,2024-12-30,336,STR36,PRD3406,12,451.69,5420.28,20,4336.22,Cash,EMP405,CUST4148,Monday,False,SUP202,Household,What,BrandD,28,Other,Stewartview,West Garyhaven,2128,4.5,37,250
DMT102045,2024-12-03,68,STR25,PRD7618,8,445.99,3567.92,10,3211.13,Card,EMP874,CUST3996,Tuesday,False,SUP292,Bakery,Fact,BrandA,53,Female,Port Susanberg,Port Johnathan,2931,3.3,30,1000
DMT102046,2025-04-29,353,STR42,PRD8310,19,256.21,4867.99,5,4624.59,UPI,EMP517,CUST5832,Tuesday,False,SUP232,Personal Care,However,BrandA,58,Female,Lake Kathleenview,East Catherine,4157,4.8,41,360
DMT102047,2024-05-28,133,STR22,PRD4360,9,354.82,3193.38,0,3193.38,Wallet,EMP814,CUST2847,Tuesday,False,SUP240,Personal Care,Stock,BrandD,69,Other,New Brianna,Port Derrickmouth,4757,4.6,39,566
DMT102048,2023-12-13,667,STR9,PRD9919,4,298.54,1194.16,0,1194.16,UPI,EMP174,CUST4300,Wednesday,False,SUP268,Household,Meeting,BrandB,22,Female,Port Carolyn,Lake Alexandra,3728,3.4,33,341
DMT102049,2025-07-12,293,STR43,PRD8244,17,63.28,1075.76,20,860.61,Cash,EMP118,CUST7897,Saturday,True,SUP253,Bakery,Great,BrandB,51,Male,East Thomas,Lake Stephaniehaven,4116,4.6,17,178
DMT102050,2023-11-04,32,STR45,PRD6656,12,274.07,3288.84,10,2959.96,Wallet,EMP794,CUST1664,Saturday,True,SUP247,Personal Care,Major,BrandC,55,Male,New Catherine,New David,4975,3.2,39,208
DMT102051,2025-06-25,627,STR48,PRD7627,9,38.37,345.33,10,310.8,UPI,EMP807,CUST8812,Wednesday,False,SUP279,Bakery,Spring,BrandD,21,Female,Owenfurt,Morrismouth,4904,3.5,19,263
DMT102052,2024-08-18,657,STR44,PRD4232,11,444.98,4894.78,10,4405.3,Wallet,EMP172,CUST1560,Sunday,True,SUP281,Household,Wall,BrandC,69,Male,New Monica,Port Kristenshire,1728,3.4,16,982
DMT102053,2023-12-05,428,STR34,PRD5940,12,422.48,5069.76,15,4309.3,UPI,EMP498,CUST3591,Tuesday,False,SUP294,Dairy,Treatment,BrandC,66,Other,Kevinburgh,Hernandezchester,3927,4.8,27,809
DMT102054,2023-09-02,424,STR6,PRD2380,9,414.27,3728.43,15,3169.17,Cash,EMP951,CUST5904,Saturday,True,SUP222,Dairy,Foot,BrandD,22,Male,New Natasha,New Nicoleside,2544,3.5,16,850
DMT102055,2024-12-07,237,STR42,PRD1605,3,69.97,209.91,15,178.42,Wallet,EMP646,CUST2921,Saturday,True,SUP232,Personal Care,Ball,BrandA,70,Female,West Ginaton,East Catherine,4157,4.8,41,360
DMT102056,2025-03-23,228,STR43,PRD9805,18,306.53,5517.54,0,5517.54,Card,EMP195,CUST5545,Sunday,True,SUP280,Personal Care,Attention,BrandB,62,Male,Port Carlos,Lake Stephaniehaven,4116,4.6,17,178
DMT102057,2025-06-26,665,STR28,PRD6480,20,446.97,8939.4,15,7598.49,Wallet,EMP103,CUST2722,Thursday,False,SUP232,Household,Enjoy,BrandD,30,Male,South Jameschester,New Toni,3665,3.1,33,350
DMT102058,2024-03-28,683,STR33,PRD7389,6,187.15,1122.9,5,1066.76,Card,EMP606,CUST1206,Thursday,False,SUP249,Grocery,Drop,BrandB,57,Male,Miguelhaven,Bellport,2236,3.9,11,542
DMT102059,2024-02-08,62,STR24,PRD3064,11,352.75,3880.25,20,3104.2,Wallet,EMP204,CUST8696,Thursday,False,SUP206,Bakery,Few,BrandB,59,Female,Johnsonchester,New Cynthia,1941,3.9,23,119
DMT102060,2025-03-07,678,STR2,PRD9527,18,480.01,8640.18,10,7776.16,Cash,EMP352,CUST2606,Friday,False,SUP218,Dairy,Country,BrandA,32,Male,Haleyview,Stephensfurt,4212,4.4,39,103
DMT102061,2024-03-01,144,STR24,PRD9860,17,385.24,6549.08,0,6549.08,Wallet,EMP593,CUST8732,Friday,False,SUP251,Personal Care,Pick,BrandD,40,Female,Cynthiaside,New Cynthia,1941,3.9,23,119
DMT102062,2023-07-16,331,STR20,PRD5651,8,332.07,2656.56,15,2258.08,UPI,EMP596,CUST8522,Sunday,True,SUP203,Bakery,Benefit,BrandD,40,Female,Whitehaven,Lake Michelle,2963,4.2,40,464
DMT102063,2024-02-15,338,STR12,PRD4501,3,185.41,556.23,10,500.61,Wallet,EMP794,CUST9424,Thursday,False,SUP275,Beverages,Learn,BrandA,36,Female,Mooreland,North John,2227,4.0,22,708
DMT102064,2023-09-19,179,STR14,PRD2520,9,440.24,3962.16,0,3962.16,UPI,EMP694,CUST7892,Tuesday,False,SUP297,Personal Care,Commercial,BrandA,30,Male,Karenchester,Lake Heatherland,3417,3.2,27,325
DMT102065,2024-06-23,294,STR22,PRD9383,1,27.37,27.37,0,27.37,Wallet,EMP966,CUST9122,Sunday,True,SUP226,Bakery,Poor,BrandB,37,Other,East Matthew,Port Derrickmouth,4757,4.6,39,566
DMT102066,2024-03-25,610,STR50,PRD6115,2,369.54,739.08,5,702.13,Wallet,EMP861,CUST6837,Monday,False,SUP200,Beverages,Put,BrandC,32,Other,Webermouth,West Andreafurt,2938,4.8,37,908
DMT102067,2025-06-15,45,STR32,PRD9541,8,179.55,1436.4,0,1436.4,Cash,EMP601,CUST4337,Sunday,True,SUP234,Grocery,Night,BrandA,64,Other,Port Mark,West Joshua,4165,3.5,39,844
DMT102068,2025-05-09,96,STR13,PRD6582,12,206.35,2476.2,20,1980.96,Wallet,EMP337,CUST7270,Friday,False,SUP267,Grocery,Bit,BrandB,25,Female,Lowetown,South Jason,4847,4.6,42,866
DMT102069,2024-12-27,556,STR15,PRD3621,13,163.98,2131.74,10,1918.57,Cash,EMP115,CUST1168,Friday,False,SUP221,Grocery,Large,BrandC,21,Female,Lake Christopher,Douglashaven,4091,4.3,48,935
DMT102070,2024-04-09,147,STR9,PRD1383,8,250.48,2003.84,0,2003.84,Card,EMP734,CUST1008,Tuesday,False,SUP211,Personal Care,Memory,BrandD,62,Female,West Selena,Lake Alexandra,3728,3.4,33,341
DMT102071,2025-06-14,107,STR10,PRD1456,1,305.6,305.6,15,259.76,UPI,EMP749,CUST5521,Saturday,True,SUP224,Dairy,See,BrandA,27,Male,Cherylburgh,Johnview,2306,3.9,10,491
DMT102072,2025-03-16,452,STR5,PRD9846,7,427.03,2989.21,5,2839.75,UPI,EMP745,CUST6134,Sunday,True,SUP226,Personal Care,War,BrandA,61,Other,Beanville,West Rileymouth,2203,3.5,31,971
DMT102073,2024-09-13,516,STR19,PRD5238,6,57.95,347.7,5,330.32,Card,EMP442,CUST5977,Friday,False,SUP232,Grocery,Many,BrandB,18,Male,Rogerstown,North Michaelfurt,3569,4.3,48,821
DMT102074,2024-09-27,103,STR7,PRD4954,17,98.24,1670.08,15,1419.57,UPI,EMP197,CUST6600,Friday,False,SUP260,Personal Care,Hard,BrandC,65,Female,Brendaland,North Jeffreyshire,3335,4.2,19,870
DMT102075,2025-05-17,386,STR33,PRD5979,5,227.36,1136.8,10,1023.12,Cash,EMP822,CUST9160,Saturday,True,SUP200,Household,Stand,BrandB,21,Other,Marybury,Bellport,2236,3.9,11,542
DMT102076,2023-12-19,682,STR50,PRD7926,14,298.25,4175.5,5,3966.72,Cash,EMP410,CUST5619,Tuesday,False,SUP269,Bakery,Attorney,BrandB,45,Other,Samuelfort,West Andreafurt,2938,4.8,37,908
DMT102077,2024-09-18,357,STR35,PRD9278,16,276.38,4422.08,5,4200.98,Cash,EMP749,CUST3288,Wednesday,False,SUP236,Bakery,Body,BrandB,62,Male,Dennisport,Lake Brandiport,2883,3.7,18,231
DMT102078,2025-04-09,70,STR48,PRD2809,7,14.07,98.49,10,88.64,UPI,EMP907,CUST9130,Wednesday,False,SUP261,Dairy,Edge,BrandB,68,Other,East Shannon,Morrismouth,4904,3.5,19,263
DMT102079,2024-01-06,122,STR34,PRD1982,11,156.2,1718.2,15,1460.47,UPI,EMP503,CUST7057,Saturday,True,SUP235,Dairy,Talk,BrandD,36,Other,New Amyfurt,Hernandezchester,3927,4.8,27,809
DMT102080,2023-12-01,243,STR3,PRD7110,10,169.02,1690.2,10,1521.18,UPI,EMP110,CUST4772,Friday,False,SUP271,Grocery,Class,BrandB,38,Female,Port Tina,Murrayburgh,1549,3.9,35,651
DMT102081,2024-06-16,139,STR43,PRD5255,20,208.78,4175.6,10,3758.04,UPI,EMP557,CUST8635,Sunday,True,SUP297,Dairy,At,BrandB,27,Female,Donaldsonchester,Lake Stephaniehaven,4116,4.6,17,178
DMT102082,2024-03-25,610,STR22,PRD9314,1,75.68,75.68,10,68.11,Cash,EMP294,CUST4516,Monday,False,SUP231,Bakery,Type,BrandA,48,Male,Port Michaelport,Port Derrickmouth,4757,4.6,39,566
DMT102083,2025-04-12,26,STR50,PRD6807,10,437.65,4376.5,15,3720.03,Card,EMP986,CUST8450,Saturday,True,SUP238,Beverages,Describe,BrandD,51,Other,Walterchester,West Andreafurt,2938,4.8,37,908
DMT102084,2023-11-28,565,STR40,PRD3028,15,165.94,2489.1,0,2489.1,UPI,EMP605,CUST4401,Tuesday,False,SUP272,Household,For,BrandA,68,Female,West Carolyn,Fletcherside,4417,3.7,21,673
DMT102085,2023-12-27,684,STR9,PRD1782,19,434.65,8258.35,5,7845.43,Cash,EMP276,CUST3722,Wednesday,False,SUP214,Beverages,Argue,BrandD,31,Female,Angelaside,Lake Alexandra,3728,3.4,33,341
DMT102086,2025-01-04,448,STR39,PRD3043,18,56.52,1017.36,0,1017.36,UPI,EMP158,CUST7496,Saturday,True,SUP265,Bakery,Travel,BrandD,69,Female,North Andrew,Lake Robertmouth,2847,3.2,27,439
DMT102087,2024-02-19,553,STR25,PRD8352,13,498.67,6482.71,5,6158.57,Card,EMP415,CUST6657,Monday,False,SUP271,Household,Position,BrandC,54,Male,Patrickville,Port Johnathan,2931,3.3,30,1000
DMT102088,2025-02-02,242,STR10,PRD5881,12,5.28,63.36,20,50.69,Wallet,EMP140,CUST4295,Sunday,True,SUP260,Beverages,Wind,BrandD,29,Male,Silvabury,Johnview,2306,3.9,10,491
DMT102089,2024-02-24,519,STR11,PRD1085,15,287.14,4307.1,10,3876.39,Card,EMP349,CUST8389,Saturday,True,SUP232,Bakery,White,BrandC,59,Male,Kellystad,New Sheilaside,3625,3.4,20,946
DMT102090,2023-11-18,602,STR12,PRD8424,4,446.64,1786.56,15,1518.58,UPI,EMP750,CUST3412,Saturday,True,SUP292,Personal Care,Office,BrandB,54,Other,Owenstown,North John,2227,4.0,22,708
DMT102091,2023-11-29,521,STR45,PRD6553,14,181.54,2541.56,15,2160.33,UPI,EMP282,CUST5189,Wednesday,False,SUP257,Household,Animal,BrandD,22,Female,Matthewsfurt,New David,4975,3.2,39,208
DMT102092,2025-05-26,628,STR50,PRD4868,17,267.65,4550.05,5,4322.55,Cash,EMP791,CUST6117,Monday,False,SUP235,Personal Care,Court,BrandB,35,Other,Ellisbury,West Andreafurt,2938,4.8,37,908
DMT102093,2023-12-16,547,STR40,PRD9737,19,235.05,4465.95,15,3796.06,Cash,EMP907,CUST5488,Saturday,True,SUP299,Household,Recent,BrandD,55,Other,Lake Alicia,Fletcherside,4417,3.7,21,673
DMT102094,2024-02-02,421,STR11,PRD4831,14,474.55,6643.7,10,5979.33,Wallet,EMP405,CUST8803,Friday,False,SUP259,Dairy,TRUE,BrandD,48,Other,Lake Rachelfort,New Sheilaside,3625,3.4,20,946
DMT102095,2024-12-28,685,STR47,PRD6739,5,400.01,2000.05,10,1800.05,Cash,EMP109,CUST2972,Saturday,True,SUP234,Beverages,Sea,BrandA,42,Other,Michaelstad,North Matthew,4709,3.8,13,954
DMT102096,2024-07-06,215,STR29,PRD5902,3,58.97,176.91,0,176.91,Wallet,EMP390,CUST3677,Saturday,True,SUP273,Beverages,Air,BrandA,63,Other,Clarkemouth,Alexanderhaven,2441,3.2,34,510
DMT102097,2025-06-12,1,STR3,PRD5661,7,177.57,1242.99,0,1242.99,Cash,EMP410,CUST3605,Thursday,False,SUP222,Beverages,Bring,BrandD,23,Female,Courtneybury,Murrayburgh,1549,3.9,35,651
DMT102098,2025-07-13,686,STR27,PRD3293,5,464.54,2322.7,20,1858.16,Wallet,EMP120,CUST7187,Sunday,True,SUP255,Grocery,Already,BrandA,19,Male,Emilyfurt,West Tara,2754,3.7,37,869
DMT102099,2023-10-10,310,STR24,PRD7187,12,88.1,1057.2,20,845.76,UPI,EMP205,CUST6152,Tuesday,False,SUP289,Beverages,Draw,BrandB,29,Other,West James,New Cynthia,1941,3.9,23,119
DMT102100,2024-08-24,265,STR44,PRD9514,2,62.56,125.12,20,100.1,Cash,EMP262,CUST2197,Saturday,True,SUP257,Bakery,Later,BrandC,43,Female,Ingramshire,Port Kristenshire,1728,3.4,16,982
DMT102101,2024-04-24,196,STR47,PRD5057,17,106.53,1811.01,5,1720.46,UPI,EMP177,CUST5753,Wednesday,False,SUP214,Dairy,Respond,BrandB,64,Other,East Erinside,North Matthew,4709,3.8,13,954
DMT102102,2023-09-07,436,STR16,PRD2724,14,192.56,2695.84,20,2156.67,UPI,EMP555,CUST4967,Thursday,False,SUP282,Bakery,Study,BrandA,31,Male,Carlland,Port Misty,2652,4.5,33,171
DMT102103,2024-04-08,671,STR29,PRD6371,6,263.24,1579.44,20,1263.55,UPI,EMP669,CUST7821,Monday,False,SUP231,Bakery,Inside,BrandC,32,Female,Rojasbury,Alexanderhaven,2441,3.2,34,510
DMT102104,2024-06-30,288,STR40,PRD9461,18,389.54,7011.72,0,7011.72,Card,EMP450,CUST3657,Sunday,True,SUP222,Bakery,Allow,BrandA,48,Other,Lake Joshuaton,Fletcherside,4417,3.7,21,673
DMT102105,2023-07-28,462,STR19,PRD4154,14,35.09,491.26,10,442.13,Card,EMP534,CUST1762,Friday,False,SUP279,Household,Too,BrandD,55,Other,Port Meghan,North Michaelfurt,3569,4.3,48,821
DMT102106,2024-01-19,517,STR49,PRD6919,18,458.13,8246.34,5,7834.02,Wallet,EMP824,CUST1985,Friday,False,SUP206,Bakery,Maybe,BrandD,45,Female,Rayberg,West Kevin,3833,4.6,21,353
DMT102107,2024-11-18,29,STR48,PRD8443,11,101.9,1120.9,10,1008.81,UPI,EMP755,CUST2579,Monday,False,SUP267,Dairy,Building,BrandC,25,Other,New Brianshire,Morrismouth,4904,3.5,19,263
DMT102108,2024-06-09,360,STR29,PRD2605,13,231.96,3015.48,5,2864.71,Card,EMP993,CUST3355,Sunday,True,SUP273,Household,Simply,BrandB,39,Male,West Taraport,Alexanderhaven,2441,3.2,34,510
DMT102109,2024-06-03,64,STR15,PRD3401,10,341.98,3419.8,10,3077.82,Cash,EMP310,CUST6667,Monday,False,SUP292,Bakery,Born,BrandD,22,Female,North Tina,Douglashaven,4091,4.3,48,935
DMT102110,2024-07-31,349,STR35,PRD7974,7,39.82,278.74,10,250.87,Cash,EMP771,CUST9371,Wednesday,False,SUP269,Personal Care,Admit,BrandD,50,Male,Lake Anneshire,Lake Brandiport,2883,3.7,18,231
DMT102111,2025-05-14,239,STR16,PRD7751,10,337.45,3374.5,5,3205.78,UPI,EMP874,CUST7123,Wednesday,False,SUP292,Bakery,Send,BrandA,39,Female,South Lauren,Port Misty,2652,4.5,33,171
DMT102112,2025-02-24,497,STR20,PRD2342,15,319.63,4794.45,10,4315.01,Wallet,EMP417,CUST4862,Monday,False,SUP233,Grocery,During,BrandD,63,Other,Jenkinsfort,Lake Michelle,2963,4.2,40,464
DMT102113,2024-01-15,223,STR31,PRD2511,13,444.62,5780.06,15,4913.05,Cash,EMP304,CUST6111,Monday,False,SUP215,Beverages,Manage,BrandA,18,Female,Melissahaven,South Samantha,4972,3.6,19,837
DMT102114,2024-09-25,512,STR13,PRD2018,2,295.42,590.84,5,561.3,UPI,EMP509,CUST1837,Wednesday,False,SUP246,Beverages,So,BrandB,28,Other,Ashleyville,South Jason,4847,4.6,42,866
DMT102115,2023-10-06,381,STR24,PRD7961,17,362.15,6156.55,20,4925.24,Wallet,EMP171,CUST3202,Friday,False,SUP261,Beverages,Themselves,BrandA,18,Other,Jameston,New Cynthia,1941,3.9,23,119
DMT102116,2024-10-18,324,STR44,PRD3130,18,8.48,152.64,15,129.74,Cash,EMP380,CUST8937,Friday,False,SUP209,Grocery,Responsibility,BrandC,47,Male,South Karlaton,Port Kristenshire,1728,3.4,16,982
DMT102117,2023-11-23,130,STR37,PRD8802,6,494.25,2965.5,0,2965.5,Wallet,EMP445,CUST1276,Thursday,False,SUP292,Beverages,Manage,BrandD,28,Other,West Cassandra,Lake Cody,4588,4.1,34,853
DMT102118,2024-01-09,687,STR29,PRD4519,7,250.44,1753.08,15,1490.12,UPI,EMP473,CUST9323,Tuesday,False,SUP265,Dairy,When,BrandC,46,Male,Kelseymouth,Alexanderhaven,2441,3.2,34,510
DMT102119,2024-08-09,41,STR30,PRD8309,1,198.26,198.26,20,158.61,Cash,EMP943,CUST6810,Friday,False,SUP228,Grocery,Clearly,BrandB,21,Female,Lake David,North Stephen,2384,3.9,44,811
DMT102120,2023-12-12,582,STR50,PRD2279,19,57.38,1090.22,0,1090.22,UPI,EMP133,CUST4867,Tuesday,False,SUP239,Personal Care,Grow,BrandC,67,Male,Lake Scott,West Andreafurt,2938,4.8,37,908
DMT102121,2023-11-22,688,STR19,PRD7050,6,62.83,376.98,5,358.13,Wallet,EMP186,CUST9316,Wednesday,False,SUP221,Bakery,Good,BrandB,57,Other,Lake Lawrence,North Michaelfurt,3569,4.3,48,821
DMT102122,2025-05-07,17,STR50,PRD9622,12,126.98,1523.76,20,1219.01,Card,EMP260,CUST8735,Wednesday,False,SUP239,Bakery,Hundred,BrandA,34,Other,Reyesfort,West Andreafurt,2938,4.8,37,908
DMT102123,2025-03-29,434,STR25,PRD7598,18,419.37,7548.66,10,6793.79,Card,EMP714,CUST1361,Saturday,True,SUP211,Household,Reveal,BrandB,36,Female,Carlafort,Port Johnathan,2931,3.3,30,1000
DMT102124,2025-02-19,572,STR33,PRD9502,15,304.13,4561.95,15,3877.66,Wallet,EMP116,CUST8131,Wednesday,False,SUP208,Bakery,After,BrandB,24,Male,Port Michaelmouth,Bellport,2236,3.9,11,542
DMT102125,2024-11-22,633,STR34,PRD7468,6,321.33,1927.98,10,1735.18,Wallet,EMP357,CUST5259,Friday,False,SUP205,Bakery,Get,BrandC,56,Male,Hartton,Hernandezchester,3927,4.8,27,809
DMT102126,2023-10-25,111,STR27,PRD5320,17,290.77,4943.09,0,4943.09,UPI,EMP344,CUST1575,Wednesday,False,SUP300,Personal Care,Various,BrandC,31,Other,Jonesmouth,West Tara,2754,3.7,37,869
DMT102127,2024-03-18,78,STR11,PRD9172,20,430.85,8617.0,5,8186.15,Cash,EMP184,CUST2255,Monday,False,SUP299,Dairy,Support,BrandA,66,Male,Robertsonfurt,New Sheilaside,3625,3.4,20,946
DMT102128,2023-08-15,399,STR13,PRD7937,10,299.23,2992.3,10,2693.07,Cash,EMP263,CUST4363,Tuesday,False,SUP247,Dairy,Big,BrandB,19,Male,Wongfort,South Jason,4847,4.6,42,866
DMT102129,2024-04-15,39,STR39,PRD8210,13,235.94,3067.22,0,3067.22,Card,EMP641,CUST9094,Monday,False,SUP270,Personal Care,Address,BrandA,62,Male,North Hollyberg,Lake Robertmouth,2847,3.2,27,439
DMT102130,2023-10-16,397,STR9,PRD9020,15,318.53,4777.95,15,4061.26,UPI,EMP545,CUST5415,Monday,False,SUP267,Personal Care,Focus,BrandA,66,Female,Lauraburgh,Lake Alexandra,3728,3.4,33,341
DMT102131,2025-06-23,525,STR17,PRD7830,7,464.87,3254.09,10,2928.68,Cash,EMP649,CUST7422,Monday,False,SUP269,Bakery,Worker,BrandC,38,Male,Lake Heather,Longberg,2249,5.0,16,345
DMT102132,2025-03-10,571,STR4,PRD3668,13,349.49,4543.37,20,3634.7,Wallet,EMP992,CUST9188,Monday,False,SUP268,Personal Care,Easy,BrandC,48,Male,East Richardshire,Lake Amanda,4567,4.5,33,422
DMT102133,2025-06-21,689,STR42,PRD3364,7,467.85,3274.95,0,3274.95,Cash,EMP535,CUST3134,Saturday,True,SUP222,Bakery,Mrs,BrandD,36,Male,Port Janiceview,East Catherine,4157,4.8,41,360
DMT102134,2024-11-15,680,STR31,PRD9286,3,456.62,1369.86,20,1095.89,Cash,EMP538,CUST8019,Friday,False,SUP265,Grocery,Person,BrandA,50,Other,North Jessicafurt,South Samantha,4972,3.6,19,837
DMT102135,2024-03-24,295,STR24,PRD3082,13,428.87,5575.31,10,5017.78,Cash,EMP568,CUST4647,Sunday,True,SUP270,Dairy,Statement,BrandA,63,Other,West Maryside,New Cynthia,1941,3.9,23,119
DMT102136,2023-09-14,119,STR36,PRD8942,7,114.06,798.42,0,798.42,Wallet,EMP549,CUST9032,Thursday,False,SUP300,Bakery,Leg,BrandD,59,Female,Angelaborough,West Garyhaven,2128,4.5,37,250
DMT102137,2025-02-04,625,STR7,PRD8499,8,262.83,2102.64,10,1892.38,Cash,EMP453,CUST7229,Tuesday,False,SUP260,Bakery,Region,BrandC,23,Other,North Andrew,North Jeffreyshire,3335,4.2,19,870
DMT102138,2024-03-29,16,STR46,PRD3119,1,245.45,245.45,20,196.36,UPI,EMP492,CUST3070,Friday,False,SUP218,Dairy,TRUE,BrandA,65,Female,South Shawnville,North Brittanystad,3852,4.5,26,158
DMT102139,2023-09-06,18,STR34,PRD9408,18,272.8,4910.4,5,4664.88,Wallet,EMP400,CUST5307,Wednesday,False,SUP233,Personal Care,Civil,BrandB,18,Female,South Travisside,Hernandezchester,3927,4.8,27,809
DMT102140,2025-06-01,690,STR8,PRD9669,10,261.93,2619.3,10,2357.37,Cash,EMP508,CUST7515,Sunday,True,SUP271,Beverages,Read,BrandA,42,Male,Deanborough,Shaneview,2310,4.0,49,117
DMT102141,2025-06-11,691,STR19,PRD2934,13,179.62,2335.06,0,2335.06,UPI,EMP724,CUST2134,Wednesday,False,SUP202,Beverages,As,BrandC,55,Female,New Richard,North Michaelfurt,3569,4.3,48,821
DMT102142,2024-01-14,476,STR6,PRD4483,2,415.22,830.44,10,747.4,UPI,EMP928,CUST1102,Sunday,True,SUP252,Grocery,American,BrandA,65,Female,Jeffreybury,New Nicoleside,2544,3.5,16,850
DMT102143,2024-02-26,208,STR49,PRD8461,4,259.12,1036.48,10,932.83,Cash,EMP935,CUST6421,Monday,False,SUP285,Beverages,Land,BrandD,27,Male,Brownburgh,West Kevin,3833,4.6,21,353
DMT102144,2024-08-26,255,STR11,PRD8755,16,368.27,5892.32,10,5303.09,UPI,EMP613,CUST4992,Monday,False,SUP244,Household,Security,BrandD,61,Male,South Jesseport,New Sheilaside,3625,3.4,20,946
DMT102145,2024-12-30,336,STR18,PRD1534,6,481.8,2890.8,15,2457.18,UPI,EMP890,CUST2829,Monday,False,SUP250,Household,Piece,BrandC,19,Other,Murphymouth,Deniseland,3334,4.0,27,564
DMT102146,2023-09-04,692,STR29,PRD3569,13,282.61,3673.93,10,3306.54,Cash,EMP786,CUST9941,Monday,False,SUP284,Personal Care,Plan,BrandD,53,Female,West Justin,Alexanderhaven,2441,3.2,34,510
